Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G),,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0.01,-0.01,1,0,0,,,,,,,,
,0,0.01,-0.01,1,0,0,,,,,,,,
,0,0.01,-0.01,1,0,0,,,,,,,,
,0,0.01,-0.01,1,0,0,,,,,,,,
,0,0.01,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,-0.01,-0.01,0,1,0,0,,,,,,,,
,-0.01,-0.01,0,1,0,0,,,,,,,,
,-0.01,-0.01,0,1,0,0,,,,,,,,
,-0.01,-0.01,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.02,0,1,0,0,,,,,,,,
,0,0.02,0,1,0,0,,,,,,,,
,0,0.02,0,1,0,0,,,,,,,,
,0,0.02,0,1,0,0,,,,,,,,
,0,0.02,0,1,0,0,,,,,,,,
,0,0.02,0,1,0,0,,,,,,,,
,0,0.02,0,1,0,0,,,,,,,,
,0,0.02,0,1,0,0,,,,,,,,
,0,0.02,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,-0.01,0.02,0,1,0,0,,,,,,,,
,-0.01,0.02,0,1,0,0,,,,,,,,
,-0.01,0.02,0,1,0,0,,,,,,,,
,-0.01,0.02,0,1,0,0,,,,,,,,
,-0.01,0.02,0,1,0,0,,,,,,,,
,-0.01,0.02,0,1,0,0,,,,,,,,
,-0.01,0.02,0,1,0,0,,,,,,,,
,-0.01,0.02,0,1,0,0,,,,,,,,
,-0.01,0.02,0,1,0,0,,,,,,,,
,-0.01,0.02,0,1,0,0,,,,,,,,
,0,0.02,0,1,0,0,,,,,,,,
,0,0.02,0,1,0,0,,,,,,,,
,0,0.02,0,1,0,0,,,,,,,,
,0,0.02,0,1,0,0,,,,,,,,
,0,0.02,0,1,0,0,,,,,,,,
,0,0.02,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,0,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.01,0.01,0,1,0,0,,,,,,,,
,-0.02,0.01,0,1,0,0,,,,,,,,
,-0.02,0.01,0,1,0,0,,,,,,,,
,-0.02,0.01,0,1,0,0,,,,,,,,
,-0.02,0.01,0.01,1,0,0,,,,,,,,
,-0.02,0.01,0.01,1,0,0,,,,,,,,
,-0.02,0,0.01,1,0,0,,,,,,,,
,-0.02,0,0.01,1,0,0,,,,,,,,
,-0.01,0,0.01,1,0,0,,,,,,,,
,-0.01,0,0.01,1,0,0,,,,,,,,
,-0.01,0,0.01,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.02,0,0,1,0,0,,,,,,,,
,-0.02,0,0,1,0,0,,,,,,,,
,-0.02,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.02,0,0,1,0,0,,,,,,,,
,-0.02,0,0,1,0,0,,,,,,,,
,-0.02,0,0,1,0,0,,,,,,,,
,-0.02,0,0,1,0,0,,,,,,,,
,-0.02,0,0,1,0,0,,,,,,,,
,-0.02,0,0,1,0,0,,,,,,,,
,-0.02,0,0,1,0,0,,,,,,,,
,-0.02,0,0,1,0,0,,,,,,,,
,-0.02,0,0,1,0,0,,,,,,,,
,-0.02,-0.01,0,1,0,0,,,,,,,,
,-0.01,-0.01,0,1,0,0,,,,,,,,
,-0.01,-0.01,0,1,0,0,,,,,,,,
,-0.01,-0.01,0,1,0,0,,,,,,,,
,-0.01,-0.01,0,1,0,0,,,,,,,,
,-0.01,-0.01,0,1,0,0,,,,,,,,
,-0.01,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0,1,0,0,,,,,,,,
,0,-0.01,0.01,1,0,0,,,,,,,,
,0,0,0.01,1,0,0,,,,,,,,
,0,0,0.01,1,0,0,,,,,,,,
,0,0,0.01,1,0,0,,,,,,,,
,0,0,0.01,1,0,0,,,,,,,,
,0,0,0.01,1,0,0,,,,,,,,
,0,0,0.01,1,0,0,,,,,,,,
,0,-0.01,0.01,1,0,0,,,,,,,,
,0,-0.01,0.01,1,0,0,,,,,,,,
,0,-0.01,0.01,1,0,0,,,,,,,,
,0,-0.01,0.01,1,0,0,,,,,,,,
,0,-0.01,0.01,1,0,0,,,,,,,,
,0,-0.01,0.01,1,0,0,,,,,,,,
,0,-0.01,0.01,1,0,0,,,,,,,,
,0,-0.01,0.01,1,0,0,,,,,,,,
,-0.01,-0.01,0.01,1,0,0,,,,,,,,
,-0.01,-0.01,0.01,1,0,0,,,,,,,,
,-0.01,-0.01,0.01,1,0,0,,,,,,,,
,-0.01,-0.01,0.01,1,0,0,,,,,,,,
,-0.01,-0.01,0.01,1,0,0,,,,,,,,
,-0.01,-0.01,0.01,1,0,0,,,,,,,,
,-0.01,-0.01,0,1,0,0,,,,,,,,
,-0.01,-0.01,0,1,0,0,,,,,,,,
,-0.01,-0.01,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,0,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,0,0,-0.01,1,0,0,,,,,,,,
,-0.01,0,-0.01,1,0,0,,,,,,,,
,-0.01,0,-0.01,1,0,0,,,,,,,,
,-0.01,0,-0.01,1,0,0,,,,,,,,
,-0.01,0,-0.01,1,0,0,,,,,,,,
,-0.01,0,-0.01,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0,1,0,0,,,,,,,,
,-0.01,0,0.01,1,0,0,,,,,,,,
,-0.01,0,0.01,1,0,0,,,,,,,,
,-0.01,0,0.01,1,0,0,,,,,,,,
,-0.01,0,0.01,1,0,0,,,,,,,,
,0,0,0.01,1,0,0,,,,,,,,
,0,0,0.01,1,0,0,,,,,,,,
,0,0,0.01,1,0,0,,,,,,,,
,0,0,0.01,1,0,0,,,,,,,,
,0,0,0.02,1,0,0,,,,,,,,
,0,0,0.01,1,0,0,,,,,,,,
,0,-0.01,0.01,1,0,0,,,,,,,,
,0,-0.01,0.02,1,0,0,,,,,,,,
,0,-0.01,0.02,1,0,0,,,,,,,,
,0,-0.01,0.02,1,0,0,,,,,,,,
