Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G),,,,,
3717,4.15,-111.48,-28.07,0.9035,-0.1227,0.3892,0,0,0,,,,,
3719,11.32,-103.5,-31.56,0.9335,-0.1097,0.3195,0,0,0,,,,,
3722,10.31,-97.68,-37.46,0.9727,-0.0795,0.2584,0,0,0,,,,,
3724,11.3,-87.72,-34.7,0.9913,-0.0503,0.2083,0,0,0,,,,,
3726,15.34,-80.29,-29.88,0.9954,-0.038,0.1787,0,0,0,,,,,
3728,23.08,-70.23,-19.24,1.0064,-0.0175,0.1352,0,0,0,,,,,
3730,24.37,-59,-10.84,1.0156,0.0037,0.0956,0,0,0,,,,,
3732,23.48,-46.15,-1.72,1.0142,0.0029,0.0707,0,0,0,,,,,
3734,25.21,-36.12,1.53,1.0014,-0.0139,0.0656,0,0,0,,,,,
3736,23.3,-31.71,1.19,1.0016,-0.0143,0.0543,0,0,0,,,,,
3738,15.28,-23.4,0.2,1.0046,-0.0117,0.0367,0,0,0,,,,,
3740,9.4,-15.22,-0.24,1.0035,-0.0226,0.0334,0,0,0,,,,,
3742,8.2,-9.16,-0.29,1.002,-0.0225,0.0327,0,0,0,,,,,
3744,8.65,-5.43,-0.15,1.0007,-0.0143,0.0292,0,0,0,,,,,
3746,8.33,-2.03,0,1.0009,-0.0124,0.0275,0,0,0,,,,,
3748,6.8,-0.78,0.03,0.999,-0.0128,0.0324,0,0,0,,,,,
3750,3.58,-0.67,-0.09,0.9991,-0.0104,0.0327,0,0,0,,,,,
3753,0.24,0,0.01,0.9994,-0.0135,0.0332,0,0,0,,,,,
3756,0.03,-0.41,-0.01,0.9992,-0.0144,0.0316,0,0,0,,,,,
3758,0.01,0,-0.05,0.9992,-0.0143,0.0306,0,0,0,,,,,
3760,0.01,-0.13,-0.04,0.999,-0.0145,0.0309,0,0,0,,,,,
3762,0.02,0.07,-0.02,0.9989,-0.0144,0.0319,0,0,0,,,,,
3764,0.02,-0.16,0,0.9988,-0.0148,0.0311,0,0,0,,,,,
3766,0.03,-0.1,0,0.9989,-0.0145,0.0309,0,0,0,,,,,
3768,0.04,-0.11,0.02,0.9992,-0.0143,0.0312,0,0,0,,,,,
3770,0.05,0.02,0.02,0.9997,-0.0141,0.0302,0,0,0,,,,,
3772,0.05,-0.01,0.02,0.9996,-0.0141,0.0309,0,0,0,,,,,
3774,0.05,0.01,0.02,0.9994,-0.0138,0.0309,0,0,0,,,,,
3776,0.05,0,0.03,0.9995,-0.0137,0.0311,0,0,0,,,,,
3778,0.05,0,0.03,0.9992,-0.0137,0.0309,0,0,0,,,,,
3780,0.05,0,0.04,0.9991,-0.0139,0.0315,0,0,0,,,,,
3782,0.04,0.01,0.03,0.9989,-0.0141,0.0319,0,0,0,,,,,
3784,0.05,0,0.02,0.9988,-0.0143,0.0314,0,0,0,,,,,
3786,0.06,0,0.02,0.9987,-0.0145,0.031,0,0,0,,,,,
3789,0.05,0,0.01,0.9983,-0.0148,0.031,0,0,0,,,,,
3791,0.04,0.01,0,0.9987,-0.0149,0.031,0,0,0,,,,,
3793,0.04,0,0,0.9989,-0.0147,0.0308,0,0,0,,,,,
3795,0.05,0,0,0.9991,-0.0146,0.0309,0,0,0,,,,,
3797,0.05,0.01,-0.01,0.9993,-0.0145,0.0311,0,0,0,,,,,
3799,0.05,0,-0.02,0.9992,-0.0144,0.031,0,0,0,,,,,
3801,0.05,-0.01,-0.03,0.9987,-0.0145,0.0305,0,0,0,,,,,
3803,0.07,-0.04,-0.04,0.9986,-0.0145,0.0305,0,0,0,,,,,
3805,0.05,-0.05,-0.05,0.9987,-0.0143,0.0299,0,0,0,,,,,
3807,0.05,-0.04,-0.04,0.9993,-0.0143,0.0296,0,0,0,,,,,
3809,0.04,-0.04,-0.03,0.9997,-0.0142,0.03,0,0,0,,,,,
3811,0.04,-0.02,-0.02,1.0001,-0.014,0.03,0,0,0,,,,,
3813,0.03,0,0,1.0006,-0.014,0.0307,0,0,0,,,,,
3815,0.04,0.02,0.01,1.0002,-0.014,0.031,0,0,0,,,,,
3817,0.03,0.01,-0.01,1,-0.0138,0.0314,0,0,0,,,,,
3819,0.03,0.01,-0.02,1.0001,-0.0137,0.0312,0,0,0,,,,,
3822,0.04,0,-0.03,1.0003,-0.0137,0.0311,0,0,0,,,,,
3824,0.04,0.01,-0.04,1.0003,-0.0137,0.0307,0,0,0,,,,,
3826,0.03,0.01,-0.03,1.0003,-0.0135,0.0307,0,0,0,,,,,
3828,0.04,0.02,-0.01,1.0005,-0.0139,0.0309,0,0,0,,,,,
3830,0.04,0.03,0,1.0004,-0.0143,0.0306,0,0,0,,,,,
3832,0.04,0.02,-0.01,0.9999,-0.0143,0.0309,0,0,0,,,,,
3834,0.03,0.01,0,0.9997,-0.0148,0.0308,0,0,0,,,,,
3836,0.04,0.02,0.01,0.9997,-0.0146,0.0308,0,0,0,,,,,
3838,0.05,0.01,0,0.9996,-0.0145,0.0307,0,0,0,,,,,
3840,0.04,0,0,0.9991,-0.0139,0.0307,0,0,0,,,,,
3842,0.04,0.01,0,0.9991,-0.014,0.0306,0,0,0,,,,,
3844,0.04,0.01,-0.01,0.9991,-0.0134,0.0311,0,0,0,,,,,
3846,0.04,0.01,0,0.9991,-0.0135,0.0311,0,0,0,,,,,
3848,0.04,0.02,0,0.999,-0.0132,0.0312,0,0,0,,,,,
3850,0.05,0.02,-0.01,0.9992,-0.0131,0.0312,0,0,0,,,,,
3852,0.05,0.01,0,0.9992,-0.0129,0.0313,0,0,0,,,,,
3855,0.04,0.01,0.01,0.9991,-0.0131,0.031,0,0,0,,,,,
3857,0.04,0.01,0.01,0.9993,-0.0134,0.0313,0,0,0,,,,,
3859,0.03,0.02,0.03,0.9994,-0.014,0.0314,0,0,0,,,,,
3861,0.03,0.02,0.04,0.9994,-0.0142,0.0312,0,0,0,,,,,
3863,0.02,0.03,0.05,0.9997,-0.0144,0.0308,0,0,0,,,,,
3865,0.03,0.03,0.03,0.9996,-0.0142,0.0308,0,0,0,,,,,
3867,0.03,0.02,0.01,0.9995,-0.0141,0.03,0,0,0,,,,,
3869,0.05,0.02,0,0.9996,-0.0137,0.0299,0,0,0,,,,,
3871,0.05,0.01,-0.01,0.9998,-0.0136,0.0302,0,0,0,,,,,
3873,0.05,0,-0.02,0.9995,-0.0137,0.031,0,0,0,,,,,
3875,0.05,0,-0.02,0.9996,-0.0136,0.0308,0,0,0,,,,,
3877,0.05,0.01,-0.01,0.9997,-0.0137,0.031,0,0,0,,,,,
3879,0.04,0,0,0.9998,-0.0137,0.0312,0,0,0,,,,,
3881,0.04,0.01,0,0.9995,-0.0137,0.0311,0,0,0,,,,,
3883,0.05,0.02,0.01,0.9996,-0.0137,0.031,0,0,0,,,,,
3887,0.05,0.03,0.02,0.9996,-0.014,0.0305,0,0,0,,,,,
3890,0.04,0.03,0.02,0.9997,-0.0139,0.0306,0,0,0,,,,,
3892,0.04,0.03,0.01,0.9995,-0.0139,0.0304,0,0,0,,,,,
3894,0.04,0.02,0,0.9997,-0.0139,0.0305,0,0,0,,,,,
3896,0.04,0.02,0,0.9998,-0.0138,0.0304,0,0,0,,,,,
3898,0.04,0.02,0,0.9997,-0.0137,0.0306,0,0,0,,,,,
3900,0.05,0.01,0,0.9994,-0.0141,0.0305,0,0,0,,,,,
3902,0.07,0.01,0.01,0.9992,-0.014,0.0305,0,0,0,,,,,
3904,0.06,0.01,0.02,0.9991,-0.0139,0.0307,0,0,0,,,,,
3906,0.06,0.03,0.02,0.9989,-0.0136,0.0309,0,0,0,,,,,
3908,0.05,0.04,0.02,0.9988,-0.0138,0.0308,0,0,0,,,,,
3910,0.05,0.04,0.01,0.9989,-0.0137,0.0307,0,0,0,,,,,
3912,0.04,0.04,0,0.9992,-0.0137,0.0308,0,0,0,,,,,
3914,0.06,0.04,-0.02,0.9991,-0.0138,0.0306,0,0,0,,,,,
3916,0.05,0.03,-0.01,0.9992,-0.0137,0.0307,0,0,0,,,,,
3918,0.05,0.02,-0.02,0.9993,-0.0137,0.0308,0,0,0,,,,,
3920,0.05,0.02,-0.01,0.9993,-0.0136,0.0308,0,0,0,,,,,
3923,0.04,0.02,0,0.9992,-0.0137,0.0305,0,0,0,,,,,
3925,0.04,0.02,0.01,0.9995,-0.0135,0.0305,0,0,0,,,,,
3927,0.04,0.02,0.02,0.9995,-0.0139,0.0302,0,0,0,,,,,
3929,0.04,0.02,0.03,0.9998,-0.0144,0.0301,0,0,0,,,,,
3931,0.04,0.02,0.03,0.9999,-0.0144,0.0305,0,0,0,,,,,
3933,0.04,0.01,0.03,1,-0.0142,0.0303,0,0,0,,,,,
3935,0.04,0.01,0.02,1.0002,-0.014,0.0305,0,0,0,,,,,
3937,0.04,0.02,0.02,1.0001,-0.0136,0.0309,0,0,0,,,,,
3939,0.04,0.02,0.01,0.9997,-0.0134,0.0311,0,0,0,,,,,
3941,0.04,0.01,0,0.9994,-0.0129,0.0306,0,0,0,,,,,
3943,0.05,0,0,0.9991,-0.0128,0.0304,0,0,0,,,,,
3945,0.06,0.01,0,0.9988,-0.0128,0.0302,0,0,0,,,,,
3947,0.07,0.01,-0.01,0.9989,-0.013,0.0302,0,0,0,,,,,
3949,0.07,0.01,0,0.9988,-0.0131,0.0299,0,0,0,,,,,
3951,0.07,0.02,0,0.9988,-0.0133,0.0297,0,0,0,,,,,
3953,0.06,0.02,0,0.9988,-0.0136,0.0302,0,0,0,,,,,
3956,0.07,0.01,0,0.9988,-0.0137,0.0308,0,0,0,,,,,
3958,0.06,0.02,0.01,0.9984,-0.014,0.0306,0,0,0,,,,,
3960,0.05,0.02,0.01,0.9985,-0.0143,0.0305,0,0,0,,,,,
3962,0.04,0.02,0.01,0.9985,-0.0142,0.0306,0,0,0,,,,,
3964,0.03,0.01,0.02,0.9985,-0.0143,0.0306,0,0,0,,,,,
3966,0.03,0.02,0.02,0.9986,-0.0141,0.0299,0,0,0,,,,,
3968,0.03,0.01,0.01,0.999,-0.0141,0.0297,0,0,0,,,,,
3970,0.04,0,0,0.999,-0.0139,0.0299,0,0,0,,,,,
3972,0.04,0,0,0.9992,-0.0139,0.0298,0,0,0,,,,,
3974,0.04,0,0,0.9995,-0.0141,0.0296,0,0,0,,,,,
3976,0.03,0,0,0.9995,-0.0139,0.0295,0,0,0,,,,,
3978,0.04,0,0,0.9996,-0.014,0.0295,0,0,0,,,,,
3980,0.04,0,0,0.9999,-0.0141,0.0297,0,0,0,,,,,
3982,0.04,0,0.01,0.9997,-0.0141,0.0299,0,0,0,,,,,
3984,0.04,-0.01,0.02,0.9995,-0.0142,0.0299,0,0,0,,,,,
3986,0.03,0,0.02,0.9995,-0.0142,0.0298,0,0,0,,,,,
3989,0.05,0.01,0.02,0.9994,-0.0143,0.0298,0,0,0,,,,,
3991,0.04,0.02,0.02,0.9994,-0.0144,0.0295,0,0,0,,,,,
3993,0.03,0.02,0.02,0.9993,-0.0142,0.0295,0,0,0,,,,,
3995,0.03,0.03,0.01,0.9995,-0.0141,0.0297,0,0,0,,,,,
3997,0.04,0.04,0.01,0.9996,-0.014,0.0298,0,0,0,,,,,
3999,0.04,0.03,0.02,0.9996,-0.0136,0.0302,0,0,0,,,,,
4001,0.05,0.02,0.02,0.9998,-0.0137,0.0307,0,0,0,,,,,
4003,0.05,0.02,0.02,0.9998,-0.0138,0.0309,0,0,0,,,,,
4005,0.05,0.02,0.01,0.9997,-0.0138,0.0306,0,0,0,,,,,
4007,0.04,0.01,0.01,0.9999,-0.0134,0.0309,0,0,0,,,,,
4009,0.04,0.01,0,0.9997,-0.0136,0.0307,0,0,0,,,,,
4011,0.02,0.02,-0.01,0.9995,-0.0138,0.0302,0,0,0,,,,,
4013,0.02,0.04,-0.01,0.9992,-0.0139,0.0304,0,0,0,,,,,
4015,0.02,0.05,0,0.9992,-0.0139,0.0302,0,0,0,,,,,
4017,0.03,0.05,-0.01,0.9991,-0.0141,0.0302,0,0,0,,,,,
4020,0.03,0.04,-0.02,0.9991,-0.0141,0.03,0,0,0,,,,,
4023,0.03,0.05,-0.02,0.9991,-0.0139,0.0299,0,0,0,,,,,
4025,0.03,0.04,-0.01,0.9992,-0.0138,0.0301,0,0,0,,,,,
4027,0.04,0.04,-0.01,0.9992,-0.0137,0.0302,0,0,0,,,,,
4029,0.04,0.04,-0.01,0.9991,-0.0137,0.0304,0,0,0,,,,,
4031,0.04,0.03,0,0.9992,-0.0137,0.0304,0,0,0,,,,,
4033,0.04,0.02,0,0.9995,-0.0137,0.0303,0,0,0,,,,,
4035,0.04,0.02,0.01,0.9995,-0.0136,0.0302,0,0,0,,,,,
4037,0.04,0.01,0,0.9994,-0.0136,0.0303,0,0,0,,,,,
4039,0.04,0.01,0,0.9996,-0.0137,0.0305,0,0,0,,,,,
4041,0.05,0,0,0.9996,-0.0137,0.0303,0,0,0,,,,,
4043,0.04,0,0.01,0.9995,-0.0138,0.0302,0,0,0,,,,,
4045,0.05,0,0.01,0.9996,-0.0137,0.0302,0,0,0,,,,,
4047,0.06,0,0.01,0.9998,-0.0137,0.0304,0,0,0,,,,,
,0.06,0,0.01,0.9997,-0.0136,0.0306,,,,,,,,
,0.05,0,0.02,0.9998,-0.0136,0.0306,,,,,,,,
,0.05,0,0.02,0.9998,-0.0139,0.0305,,,,,,,,
,0.06,0,0.02,0.9996,-0.014,0.0305,,,,,,,,
,0.06,0,0.02,0.9996,-0.0142,0.0304,,,,,,,,
,0.06,0,0.01,0.9996,-0.0142,0.0303,,,,,,,,
,0.05,0,0.01,0.9995,-0.0141,0.0302,,,,,,,,
,0.05,0,0.01,0.9992,-0.014,0.0301,,,,,,,,
,0.05,0,0,0.9991,-0.0139,0.03,,,,,,,,
,0.05,0,0,0.9992,-0.0139,0.0301,,,,,,,,
,0.05,0,0,0.9991,-0.0139,0.03,,,,,,,,
,0.05,0,0,0.9991,-0.014,0.03,,,,,,,,
,0.05,0,0,0.999,-0.0141,0.03,,,,,,,,
,0.05,0.01,0,0.999,-0.0143,0.0301,,,,,,,,
,0.05,0.01,0,0.999,-0.0144,0.03,,,,,,,,
,0.04,0.02,0,0.9989,-0.0145,0.0299,,,,,,,,
,0.04,0.02,0,0.999,-0.0147,0.0299,,,,,,,,
,0.04,0.02,0,0.9989,-0.0146,0.0301,,,,,,,,
,0.04,0.01,0,0.9991,-0.0145,0.0301,,,,,,,,
,0.04,0.02,0,0.9991,-0.0145,0.0303,,,,,,,,
,0.04,0.02,0,0.999,-0.0145,0.0304,,,,,,,,
,0.04,0.02,0,0.9992,-0.0146,0.0304,,,,,,,,
,0.04,0.02,0,0.9992,-0.0147,0.0306,,,,,,,,
,0.05,0.02,0,0.9993,-0.0147,0.0309,,,,,,,,
,0.05,0.03,0.01,0.9992,-0.0148,0.0308,,,,,,,,
,0.05,0.04,0.01,0.9992,-0.0148,0.0309,,,,,,,,
,0.05,0.04,0.01,0.9993,-0.0147,0.0311,,,,,,,,
,0.05,0.04,0.01,0.9994,-0.0146,0.0311,,,,,,,,
,0.05,0.04,0,0.9994,-0.0146,0.0313,,,,,,,,
,0.04,0.05,0,0.9992,-0.0146,0.0314,,,,,,,,
,0.05,0.05,0,0.9992,-0.0145,0.0316,,,,,,,,
,0.05,0.04,0.01,0.9991,-0.0145,0.0314,,,,,,,,
,0.06,0.05,0.01,0.9991,-0.0144,0.0313,,,,,,,,
,0.06,0.05,0.01,0.9989,-0.0144,0.0312,,,,,,,,
,0.06,0.05,0.02,0.9989,-0.0142,0.0313,,,,,,,,
,0.06,0.05,0.02,0.999,-0.0142,0.0313,,,,,,,,
,0.06,0.05,0.02,0.9991,-0.0142,0.0314,,,,,,,,
,0.06,0.06,0.02,0.9992,-0.014,0.0314,,,,,,,,
,0.06,0.06,0.02,0.9993,-0.014,0.031,,,,,,,,
,0.06,0.05,0.01,0.9992,-0.014,0.0309,,,,,,,,
,0.06,0.04,0.01,0.9992,-0.0139,0.0308,,,,,,,,
,0.06,0.04,0.01,0.9993,-0.0139,0.0307,,,,,,,,
,0.06,0.04,0.01,0.9992,-0.0139,0.0306,,,,,,,,
,0.06,0.04,0.01,0.9991,-0.0138,0.0304,,,,,,,,
,0.06,0.03,0.01,0.9991,-0.0138,0.0303,,,,,,,,
,0.06,0.02,0.02,0.9991,-0.0139,0.0302,,,,,,,,
,0.06,0.02,0.02,0.999,-0.0139,0.0303,,,,,,,,
,0.05,0.02,0.02,0.9988,-0.0139,0.0306,,,,,,,,
,0.05,0.02,0.02,0.999,-0.0139,0.0306,,,,,,,,
,0.05,0.02,0.02,0.9991,-0.0139,0.0305,,,,,,,,
,0.05,0.02,0.02,0.999,-0.0138,0.0305,,,,,,,,
,0.05,0.02,0.02,0.9988,-0.0137,0.0305,,,,,,,,
,0.05,0.02,0.01,0.9988,-0.0136,0.0306,,,,,,,,
,0.06,0.02,0.01,0.9986,-0.0136,0.0306,,,,,,,,
,0.06,0.02,0.01,0.9986,-0.0135,0.0306,,,,,,,,
,0.06,0.02,0.01,0.9986,-0.0135,0.0307,,,,,,,,
,0.06,0.01,0.01,0.9985,-0.0135,0.0307,,,,,,,,
,0.05,0.01,0.01,0.9985,-0.0134,0.0309,,,,,,,,
,0.05,0,0.01,0.9986,-0.0134,0.031,,,,,,,,
,0.05,0,0,0.9987,-0.0133,0.0309,,,,,,,,
,0.06,0.01,0,0.9988,-0.0134,0.0308,,,,,,,,
,0.06,0.01,0,0.999,-0.0134,0.0307,,,,,,,,
,0.07,0.01,-0.01,0.9992,-0.0134,0.0307,,,,,,,,
,0.07,0,-0.01,0.9991,-0.0134,0.0306,,,,,,,,
,0.07,0,-0.01,0.999,-0.0135,0.0306,,,,,,,,
,0.07,0,0,0.9989,-0.0135,0.0306,,,,,,,,
,0.07,0,0,0.999,-0.0137,0.0305,,,,,,,,
,0.07,0,0,0.9991,-0.014,0.0304,,,,,,,,
,0.06,0,0,0.9992,-0.0141,0.0306,,,,,,,,
,0.05,0,0.01,0.9993,-0.0141,0.0309,,,,,,,,
,0.05,0,0.01,0.9993,-0.0142,0.0309,,,,,,,,
,0.05,0,0.02,0.9994,-0.0143,0.0307,,,,,,,,
,0.05,-0.01,0.02,0.9997,-0.0144,0.0305,,,,,,,,
,0.05,0,0.01,0.9996,-0.0145,0.0304,,,,,,,,
,0.06,0,0.01,0.9998,-0.0144,0.0304,,,,,,,,
,0.05,-0.01,0.01,1,-0.0142,0.0306,,,,,,,,
,0.05,-0.01,0.02,1,-0.0141,0.0306,,,,,,,,
,0.05,-0.01,0.02,0.9999,-0.014,0.0306,,,,,,,,
,0.05,0,0.02,0.9999,-0.0139,0.0308,,,,,,,,
,0.05,0,0.02,1,-0.0139,0.0308,,,,,,,,
,0.05,0,0.02,0.9999,-0.0139,0.0307,,,,,,,,
,0.05,0,0.01,0.9999,-0.014,0.0307,,,,,,,,
,0.06,0,0.01,0.9999,-0.0139,0.0306,,,,,,,,
,0.06,0,0.01,0.9998,-0.0138,0.0305,,,,,,,,
,0.06,0,0.01,0.9999,-0.0138,0.0302,,,,,,,,
,0.06,0.01,0,0.9998,-0.0138,0.0302,,,,,,,,
,0.07,0.01,0,0.9996,-0.0138,0.0303,,,,,,,,
,0.06,0.03,0,0.9993,-0.0144,0.03,,,,,,,,
,0.06,0.04,0,0.9995,-0.0144,0.03,,,,,,,,
,0.06,0.04,0,0.9997,-0.0143,0.0299,,,,,,,,
,0.06,0.04,0.01,0.9998,-0.0143,0.0298,,,,,,,,
,0.06,0.04,0.01,0.9997,-0.0143,0.0297,,,,,,,,
,0.06,0.04,0.01,0.9997,-0.0144,0.0297,,,,,,,,
,0.06,0.04,0.01,0.9998,-0.0145,0.0299,,,,,,,,
,0.06,0.04,0.01,0.9999,-0.0143,0.0297,,,,,,,,
,0.06,0.04,0.02,0.9999,-0.0142,0.0296,,,,,,,,
,0.06,0.05,0.02,1,-0.0141,0.0297,,,,,,,,
,0.06,0.04,0.02,0.9999,-0.0141,0.0297,,,,,,,,
,0.06,0.05,0.02,0.9999,-0.014,0.03,,,,,,,,
,0.06,0.05,0.02,0.9999,-0.0139,0.03,,,,,,,,
,0.06,0.05,0.02,1,-0.0138,0.0301,,,,,,,,
,0.06,0.04,0.03,1,-0.0137,0.0301,,,,,,,,
,0.06,0.04,0.03,1,-0.0135,0.0302,,,,,,,,
,0.06,0.03,0.03,0.9998,-0.0134,0.0303,,,,,,,,
,0.06,0.02,0.02,0.9996,-0.0136,0.0305,,,,,,,,
,0.06,0.02,0.02,0.9995,-0.0137,0.0307,,,,,,,,
,0.06,0.02,0.02,0.9997,-0.0137,0.0306,,,,,,,,
,0.06,0.02,0.02,0.9997,-0.0137,0.0305,,,,,,,,
,0.06,0.01,0.02,0.9998,-0.0138,0.0305,,,,,,,,
,0.05,0.01,0.02,0.9999,-0.0139,0.0306,,,,,,,,
,0.05,0.01,0.01,1,-0.014,0.0306,,,,,,,,
,0.05,0,0.02,1,-0.0138,0.0303,,,,,,,,
,0.05,0.01,0.02,0.9998,-0.0139,0.0303,,,,,,,,
,0.06,0.02,0.02,1.0001,-0.0137,0.0301,,,,,,,,
,0.06,0.03,0.03,0.9998,-0.0138,0.0301,,,,,,,,
,0.06,0.03,0.04,0.9994,-0.0138,0.0299,,,,,,,,
,0.06,0.04,0.04,0.999,-0.0139,0.0299,,,,,,,,
,0.06,0.04,0.04,0.999,-0.0139,0.0298,,,,,,,,
,0.06,0.04,0.04,0.9988,-0.0141,0.0298,,,,,,,,
,0.06,0.05,0.04,0.999,-0.0139,0.0298,,,,,,,,
,0.06,0.05,0.04,0.9988,-0.0138,0.0297,,,,,,,,
,0.06,0.05,0.05,0.9987,-0.0137,0.0298,,,,,,,,
,0.06,0.04,0.04,0.9987,-0.0136,0.0299,,,,,,,,
,0.06,0.05,0.05,0.9986,-0.0137,0.0299,,,,,,,,
,0.06,0.05,0.05,0.9983,-0.0138,0.0298,,,,,,,,
,0.06,0.06,0.05,0.9982,-0.0139,0.0296,,,,,,,,
,0.06,0.06,0.05,0.998,-0.0141,0.0298,,,,,,,,
,0.05,0.06,0.04,0.9981,-0.0141,0.0297,,,,,,,,
,0.04,0.04,0.04,0.9978,-0.0145,0.0297,,,,,,,,
,0.04,0.03,0.03,0.9982,-0.0146,0.0298,,,,,,,,
,0.04,0.02,0.03,0.9982,-0.0148,0.0299,,,,,,,,
,0.04,0.02,0.02,0.9985,-0.0148,0.03,,,,,,,,
,0.04,0.02,0.02,0.9984,-0.0147,0.0304,,,,,,,,
,0.03,0.03,0.01,0.9986,-0.0147,0.0303,,,,,,,,
,0.03,0.03,0.01,0.9986,-0.0147,0.0302,,,,,,,,
,0.04,0.03,0.02,0.9988,-0.0148,0.0302,,,,,,,,
,0.04,0.04,0.01,0.999,-0.0149,0.0302,,,,,,,,
,0.04,0.04,0.02,0.9991,-0.015,0.0301,,,,,,,,
,0.04,0.04,0.01,0.9993,-0.015,0.0302,,,,,,,,
,0.04,0.04,0.01,0.9994,-0.0149,0.0302,,,,,,,,
,0.04,0.04,0.01,0.9995,-0.0149,0.0304,,,,,,,,
,0.04,0.04,0.02,0.9996,-0.0148,0.0304,,,,,,,,
,0.05,0.04,0.02,0.9996,-0.0147,0.0304,,,,,,,,
,0.05,0.04,0.01,0.9996,-0.0147,0.0305,,,,,,,,
,0.05,0.04,0.01,0.9997,-0.0146,0.0304,,,,,,,,
,0.05,0.04,0,0.9999,-0.0144,0.0304,,,,,,,,
,0.05,0.04,0,0.9999,-0.0142,0.0303,,,,,,,,
,0.06,0.04,0,1,-0.0142,0.0301,,,,,,,,
,0.06,0.04,0,1,-0.0142,0.03,,,,,,,,
,0.05,0.04,0,0.9998,-0.0142,0.0301,,,,,,,,
,0.04,0.04,0,0.9998,-0.014,0.0299,,,,,,,,
,0.04,0.04,0,0.9997,-0.0139,0.0298,,,,,,,,
,0.04,0.03,0,0.9996,-0.0139,0.0299,,,,,,,,
,0.03,0.03,0,0.9995,-0.0138,0.0299,,,,,,,,
,0.03,0.03,0,0.9995,-0.0137,0.0299,,,,,,,,
,0.03,0.04,0,0.9995,-0.0136,0.0298,,,,,,,,
,0.03,0.04,0,0.9996,-0.0134,0.03,,,,,,,,
,0.03,0.04,0,0.9995,-0.0132,0.0302,,,,,,,,
,0.03,0.04,0.01,0.9995,-0.0132,0.0302,,,,,,,,
,0.03,0.04,0.02,0.9995,-0.0132,0.0304,,,,,,,,
,0.03,0.04,0.02,0.9995,-0.0132,0.0306,,,,,,,,
,0.03,0.04,0.02,0.9995,-0.0134,0.0309,,,,,,,,
,0.02,0.03,0.03,0.9994,-0.0134,0.0312,,,,,,,,
,0.03,0.03,0.03,0.9995,-0.0135,0.0314,,,,,,,,
,0.03,0.02,0.02,0.9996,-0.0136,0.0313,,,,,,,,
,0.04,0.02,0.02,0.9995,-0.0137,0.0315,,,,,,,,
,0.04,0.02,0.02,0.9994,-0.0139,0.0316,,,,,,,,
,0.04,0.02,0.03,0.9996,-0.0139,0.0316,,,,,,,,
,0.05,0.02,0.03,0.9995,-0.0139,0.0316,,,,,,,,
,0.06,0.02,0.03,0.9994,-0.0141,0.0318,,,,,,,,
,0.06,0.02,0.03,0.9994,-0.0143,0.0319,,,,,,,,
,0.06,0.01,0.03,0.9994,-0.0145,0.0317,,,,,,,,
,0.06,0,0.03,0.9996,-0.0147,0.0315,,,,,,,,
,0.06,0,0.03,0.9997,-0.0148,0.0315,,,,,,,,
,0.06,0,0.03,0.9994,-0.0147,0.0314,,,,,,,,
,0.06,0.01,0.03,0.9992,-0.0147,0.0313,,,,,,,,
,0.05,0.01,0.03,0.9991,-0.0146,0.031,,,,,,,,
,0.05,0.02,0.02,0.999,-0.0146,0.0307,,,,,,,,
,0.05,0.02,0.02,0.9989,-0.0146,0.0304,,,,,,,,
,0.06,0.02,0.02,0.9989,-0.0144,0.0303,,,,,,,,
,0.06,0.02,0.02,0.9992,-0.0143,0.0304,,,,,,,,
,0.06,0.03,0.02,0.9991,-0.0143,0.0305,,,,,,,,
,0.06,0.03,0.02,0.9991,-0.0143,0.0303,,,,,,,,
,0.06,0.03,0.02,0.9991,-0.0144,0.0302,,,,,,,,
,0.05,0.02,0.02,0.999,-0.0143,0.0301,,,,,,,,
,0.05,0.02,0.02,0.9988,-0.0143,0.0301,,,,,,,,
,0.05,0.02,0.02,0.9986,-0.0143,0.0303,,,,,,,,
,0.05,0.03,0.02,0.9986,-0.0143,0.0305,,,,,,,,
,0.05,0.04,0.02,0.9986,-0.0143,0.0306,,,,,,,,
,0.06,0.04,0.01,0.9988,-0.0143,0.0306,,,,,,,,
,0.06,0.04,0.01,0.999,-0.0143,0.0305,,,,,,,,
,0.07,0.03,0.01,0.9991,-0.0142,0.0306,,,,,,,,
,0.07,0.03,0.01,0.9993,-0.0142,0.0305,,,,,,,,
,0.07,0.02,0.01,0.9994,-0.0141,0.0308,,,,,,,,
,0.06,0.02,0.01,0.9994,-0.014,0.0309,,,,,,,,
,0.06,0.02,0.02,0.9992,-0.0139,0.0308,,,,,,,,
,0.05,0.01,0.02,0.9992,-0.0138,0.0308,,,,,,,,
,0.05,0.01,0.01,0.9991,-0.0139,0.0309,,,,,,,,
,0.05,0.01,0.01,0.9991,-0.0138,0.0309,,,,,,,,
,0.05,0.02,0.01,0.9993,-0.014,0.0306,,,,,,,,
,0.06,0.02,0.01,0.9993,-0.0138,0.0302,,,,,,,,
,0.06,0.02,0,0.9994,-0.0138,0.03,,,,,,,,
,0.06,0.02,0,0.9994,-0.0137,0.0298,,,,,,,,
,0.06,0.02,0.01,0.9993,-0.0137,0.0297,,,,,,,,
